,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,78,Jan-2025,,Ahmedabad,380001,,Male,60 years and above,Retired persons,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Decline in prices,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,15-16,,>=16,22,>=16,30
,8,78,Jan-2025,,Ahmedabad,380001,,Male,25 to 30 years,Other employees,Price increase more than current rate,,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,7-8,,7-8,
,9,78,Jan-2025,,Ahmedabad,380001,,Female,35 to 40 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,8-9,,10-11,,10-11,
,10,78,Jan-2025,,Ahmedabad,380001,,Female,Up to 25 years,Other category,Price increase more than current rate,,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,8-9,,>=16,16,>=16,20
,11,78,Jan-2025,,Ahmedabad,380001,,Male,35 to 40 years,Self-Employed,Price increase more than current rate,,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,Price increase less than current rate,Price increase more than current rate,Price increase less than current rate,7-8,,8-9,,8-9,
,12,78,Jan-2025,,Ahmedabad,380001,,Male,25 to 30 years,Other employees,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,10-11,,12-13,
,13,78,Jan-2025,,Ahmedabad,380001,,Female,30 to 35 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,10-11,,10-11,
,14,78,Jan-2025,,Ahmedabad,380001,,Female,45 to 50 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,2-3,,3-4,,4-5,
,15,78,Jan-2025,,Ahmedabad,380001,,Female,30 to 35 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,7-8,,9-10,
,16,78,Jan-2025,,Ahmedabad,380001,,Female,Up to 25 years,Homemaker,Price increase more than current rate,,No change in prices,Price increase similar to current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,8-9,,9-10,,9-10,
,17,78,Jan-2025,,Ahmedabad,380001,,Female,Up to 25 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,15-16,,15-16,
,18,78,Jan-2025,,Ahmedabad,380001,,Male,Up to 25 years,Other employees,Price increase more than current rate,,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,2-3,,3-4,,3-4,
,19,78,Jan-2025,,Ahmedabad,380001,,Male,35 to 40 years,Other employees,No change in prices,,No change in prices,No change in prices,Decline in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,12-13,,12-13,,14-15,
,20,78,Jan-2025,,Ahmedabad,380001,,Male,35 to 40 years,Other employees,Price increase more than current rate,,Price increase similar to current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,13-14,,13-14,
,21,78,Jan-2025,,Ahmedabad,380001,,Female,Up to 25 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,7-8,,7-8,
,22,78,Jan-2025,,Ahmedabad,380001,,Male,50 to 55 years,Self-Employed,No change in prices,,Decline in prices,No change in prices,No change in prices,Price increase less than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,>=16,25,>=16,25,>=16,40
,23,78,Jan-2025,,Ahmedabad,380001,,Female,60 years and above,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,6-7,,6-7,
,24,78,Jan-2025,,Ahmedabad,380001,,Male,60 years and above,Self-Employed,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,9-10,,10-11,
,25,78,Jan-2025,,Ahmedabad,380001,,Female,50 to 55 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,15-16,,>=16,20
,26,78,Jan-2025,,Ahmedabad,380001,,Female,35 to 40 years,Homemaker,Price increase more than current rate,,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,5-6,,7-8,,7-8,
,27,78,Jan-2025,,Ahmedabad,380001,,Male,60 years and above,Retired persons,Price increase more than current rate,,Price increase more than current rate,No change in prices,Price increase more than current rate,Decline in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,15-16,,>=16,17,>=16,17
,28,78,Jan-2025,,Ahmedabad,380001,,Female,35 to 40 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,8-9,,8-9,
,29,78,Jan-2025,,Ahmedabad,380001,,Female,25 to 30 years,Homemaker,Price increase more than current rate,,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,12-13,,12-13,
,30,78,Jan-2025,,Ahmedabad,380001,,Male,60 years and above,Retired persons,Price increase more than current rate,,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase less than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,>=16,25,>=16,30,>=16,37
,31,78,Jan-2025,,Ahmedabad,380001,,Female,40 to 45 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,9-10,,10-11,
,32,78,Jan-2025,,Ahmedabad,380001,,Male,30 to 35 years,Other employees,Price increase more than current rate,,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,10-11,,13-14,,13-14,
,33,78,Jan-2025,,Ahmedabad,380001,,Female,45 to 50 years,Other employees,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,15-16,,10-11,
,34,78,Jan-2025,,Ahmedabad,380001,,Female,35 to 40 years,Other employees,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,25,>=16,30,>=16,30
,35,78,Jan-2025,,Ahmedabad,380001,,Female,Up to 25 years,Other category,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,5-6,,10-11,
,36,78,Jan-2025,,Ahmedabad,380001,,Female,50 to 55 years,Homemaker,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,7-8,,10-11,
,37,78,Jan-2025,,Ahmedabad,380001,,Female,45 to 50 years,Homemaker,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,5-6,,5-6,,<1,
,38,78,Jan-2025,,Ahmedabad,380001,,Female,60 years and above,Homemaker,No change in prices,,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,10-11,,12-13,
,39,78,Jan-2025,,Ahmedabad,380001,,Male,25 to 30 years,Other category,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,12-13,,12-13,
,40,78,Jan-2025,,Ahmedabad,380001,,Male,45 to 50 years,Self-Employed,Price increase similar to current rate,,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,No change in prices,5-6,,5-6,,<1,
,41,78,Jan-2025,,Ahmedabad,380001,,Female,Up to 25 years,Other category,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,6-7,,6-7,,<1,
,42,78,Jan-2025,,Ahmedabad,380001,,Female,50 to 55 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,10-11,,10-11,
,43,78,Jan-2025,,Ahmedabad,380001,,Male,60 years and above,Retired persons,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,8-9,,8-9,
,44,78,Jan-2025,,Ahmedabad,380001,,Male,40 to 45 years,Self-Employed,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,5-6,,7-8,
,45,78,Jan-2025,,Ahmedabad,380001,,Female,35 to 40 years,Homemaker,No change in prices,,Price increase less than current rate,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,7-8,,7-8,,<1,
,46,78,Jan-2025,,Ahmedabad,380001,,Female,35 to 40 years,Homemaker,No change in prices,,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,6-7,,6-7,,8-9,
,47,78,Jan-2025,,Ahmedabad,380001,,Male,25 to 30 years,Financial sector employees,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,No change in prices,6-7,,6-7,,<1,
,48,78,Jan-2025,,Ahmedabad,380001,,Female,40 to 45 years,Homemaker,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase similar to current rate,No change in prices,No change in prices,No change in prices,No change in prices,6-7,,6-7,,<1,
,49,78,Jan-2025,,Ahmedabad,380001,,Female,35 to 40 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,6-7,,8-9,
,50,78,Jan-2025,,Ahmedabad,380001,,Female,35 to 40 years,Homemaker,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,7-8,,9-10,
,51,78,Jan-2025,,Ahmedabad,380001,,Female,40 to 45 years,Homemaker,No change in prices,,Decline in prices,Decline in prices,Price increase more than current rate,No change in prices,No change in prices,No change in prices,Price increase less than current rate,No change in prices,No change in prices,Price increase more than current rate,No change in prices,5-6,,5-6,,<1,
,52,78,Jan-2025,,Ahmedabad,380001,,Female,30 to 35 years,Other employees,No change in prices,,Decline in prices,Decline in prices,Decline in prices,Decline in prices,No change in prices,No change in prices,Price increase less than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,7-8,,7-8,,<1,
,53,78,Jan-2025,,Ahmedabad,380001,,Male,30 to 35 years,Self-Employed,Price increase similar to current rate,,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,No change in prices,No change in prices,6-7,,6-7,,<1,
,54,78,Jan-2025,,Ahmedabad,380001,,Female,Up to 25 years,Other category,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,4-5,,5-6,,7-8,
,55,78,Jan-2025,,Ahmedabad,380001,,Female,45 to 50 years,Homemaker,Price increase more than current rate,,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,5-6,,7-8,,9-10,
,56,78,Jan-2025,,Ahmedabad,380001,,Female,Up to 25 years,Other employees,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,7-8,,8-9,
,57,78,Jan-2025,,Ahmedabad,380001,,Male,35 to 40 years,Other employees,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,4-5,,7-8,,7-8,
,58,78,Jan-2025,,Ahmedabad,380001,,Male,40 to 45 years,Other employees,Price increase more than current rate,,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,12-13,,11-12,
,59,78,Jan-2025,,Ahmedabad,380001,,Female,30 to 35 years,Homemaker,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,6-7,,6-7,,8-9,
,60,78,Jan-2025,,Ahmedabad,380001,,Male,Up to 25 years,Other category,No change in prices,,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,7-8,,7-8,,<1,
,61,78,Jan-2025,,Ahmedabad,380001,,Male,40 to 45 years,Other employees,No change in prices,,Price increase more than current rate,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,6-7,,6-7,,9-10,
,62,78,Jan-2025,,Ahmedabad,380004,,Female,50 to 55 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,10-11,,9-10,
,63,78,Jan-2025,,Ahmedabad,380004,,Male,60 years and above,Retired persons,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,8-9,,9-10,,9-10,
,64,78,Jan-2025,,Ahmedabad,380004,,Male,25 to 30 years,Self-Employed,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,12-13,,15-16,,>=16,24
,65,78,Jan-2025,,Ahmedabad,380004,,Female,40 to 45 years,Homemaker,Price increase more than current rate,,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,10-11,,12-13,,15-16,
,66,78,Jan-2025,,Ahmedabad,380004,,Female,50 to 55 years,Homemaker,Price increase more than current rate,,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,10-11,,12-13,
,67,78,Jan-2025,,Ahmedabad,380004,,Female,Up to 25 years,Other category,Price increase more than current rate,,Price increase similar to current rate,Price increase similar to current rate,Decline in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,6-7,,7-8,,7-8,
,68,78,Jan-2025,,Ahmedabad,380004,,Male,45 to 50 years,Other employees,Price increase more than current rate,,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,10-11,,11-12,,12-13,
,69,78,Jan-2025,,Ahmedabad,380004,,Female,60 years and above,Homemaker,Price increase more than current rate,,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,12-13,,15-16,
,70,78,Jan-2025,,Ahmedabad,380004,,Male,40 to 45 years,Other employees,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,No change in prices,Price increase less than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,No change in prices,Price increase similar to current rate,Price increase less than current rate,10-11,,14-15,,>=16,18
,71,78,Jan-2025,,Ahmedabad,380004,,Male,50 to 55 years,Self-Employed,No change in prices,,Price increase similar to current rate,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,15-16,,6-7,,>=16,20
,72,78,Jan-2025,,Ahmedabad,380004,,Female,35 to 40 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,11-12,,>=16,20
,73,78,Jan-2025,,Ahmedabad,380004,,Female,35 to 40 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase less than current rate,Decline in prices,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,7-8,,10-11,,10-11,
,74,78,Jan-2025,,Ahmedabad,380004,,Female,30 to 35 years,Other employees,Price increase more than current rate,,Price increase similar to current rate,Decline in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Decline in prices,Price increase similar to current rate,Price increase similar to current rate,10-11,,15-16,,>=16,20
,75,78,Jan-2025,,Ahmedabad,380004,,Male,55 to 60 years,Self-Employed,Price increase more than current rate,,Price increase more than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,10-11,,15-16,,15-16,
,76,78,Jan-2025,,Ahmedabad,380005,,Female,Up to 25 years,Other employees,Price increase more than current rate,,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,10-11,,11-12,,12-13,
,77,78,Jan-2025,,Ahmedabad,380005,,Female,45 to 50 years,Homemaker,Price increase more than current rate,,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,Price increase less than current rate,Price increase more than current rate,Price increase less than current rate,10-11,,12-13,,12-13,
,78,78,Jan-2025,,Ahmedabad,380005,,Female,45 to 50 years,Homemaker,Price increase more than current rate,,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,7-8,,8-9,,8-9,
